This log file has 2520 entries
 Make      Color    Plate    YYYY MM DD hr min sec
 Dodge     White    ATWG-589 2021  2 24 19 40  0
 Nissan    White    CEJF-200 2021  2 24 19 40 20
 L Rover   White    AZTB-172 2021  2 24 19 40 40
 Honda     Silver   AFRU-697 2021  2 24 19 41  0
 Honda     Gray     BTMF-220 2021  2 24 19 41 20
 Jaguar    Green    AMEA-360 2021  2 24 19 41 40
 Mitsub    beige    AKNG-997 2021  2 24 19 42  0
 Toyota    Green    CAJR-895 2021  2 24 19 42 20
 Fiat      beige    AELJ-346 2021  2 24 19 42 40
 Toyota    Gray     ADJE-347 2021  2 24 19 43  0
 Nissan    Red      CGER-233 2021  2 24 19 43 20
 Hyundai   beige    CUCT-473 2021  2 24 19 43 40
 Toyota    Red      BDGA-194 2021  2 24 19 44  0
 Hyundai   Silver   CTKA-643 2021  2 24 19 44 20
 L Rover   beige    CJZU-670 2021  2 24 19 44 40
 L Rover   Blue     AJHZ-206 2021  2 24 19 45  0
 Fiat      Blue     BTXX-991 2021  2 24 19 45 20
 Toyota    beige    CHND-265 2021  2 24 19 45 40
 GM        beige    CFXL-875 2021  2 24 19 46  0
 Dodge     Silver   BKFM-960 2021  2 24 19 46 20
 Hyundai   Black    CKHH-259 2021  2 24 19 46 40
 Ford      White    CGLF-827 2021  2 24 19 47  0
 Ford      White    BCAJ-868 2021  2 24 19 47 20
 Dodge     Blue     ACKK-613 2021  2 24 19 47 40
 Dodge     Black    CHLG-515 2021  2 24 19 48  0
 M Benz    Silver   AAJL-597 2021  2 24 19 48 20
 Subaru    Silver   BMRH-302 2021  2 24 19 48 40
 Toyota    White    BRRN-596 2021  2 24 19 49  0
 GM        Black    BHXC-602 2021  2 24 19 49 20
 Hyundai   Silver   CCUG-205 2021  2 24 19 49 40
 Hyundai   Blue     BXTN-918 2021  2 24 19 50  0
 Toyota    Green    CEGR-581 2021  2 24 19 50 20
 Dodge     Blue     BWLC-831 2021  2 24 19 50 40
 Hyundai   Red      AEHM-727 2021  2 24 19 51  0
 Volvo     Gray     AMKG-773 2021  2 24 19 51 20
 Toyota    Black    CXFD-351 2021  2 24 19 51 40
 VW        Gray     CEBD-926 2021  2 24 19 52  0
 Mazda     Blue     CKLE-440 2021  2 24 19 52 20
 Hyundai   White    CRND-236 2021  2 24 19 52 40
 VW        Gray     BHXT-212 2021  2 24 19 53  0
 Mazda     beige    BDED-990 2021  2 24 19 53 20
 Hyundai   Gray     AZUD-817 2021  2 24 19 53 40
 Nissan    Red      ANTC-139 2021  2 24 19 54  0
 VW        Gray     CRKJ-931 2021  2 24 19 54 20
 Honda     Red      BGZK-894 2021  2 24 19 54 40
 Fiat      White    BWTW-332 2021  2 24 19 55  0
 Mazda     Black    CCBW-593 2021  2 24 19 55 20
 Toyota    Gray     ADGL-852 2021  2 24 19 55 40
 Mazda     White    CUCH-266 2021  2 24 19 56  0
 Toyota    Gray     CNLC-354 2021  2 24 19 56 20
 L Rover   beige    BFGX-836 2021  2 24 19 56 40
 Mazda     Blue     CRAH-945 2021  2 24 19 57  0
 Toyota    Black    BBJT-605 2021  2 24 19 57 20
 Dodge     Red      CTTL-725 2021  2 24 19 57 40
 Mitsub    Gray     BBUF-208 2021  2 24 19 58  0
 Fiat      Red      BCEZ-870 2021  2 24 19 58 20
 Volvo     Red      CXDR-300 2021  2 24 19 58 40
 BMW       Black    BWTD-492 2021  2 24 19 59  0
 Jaguar    Black    BGUT-117 2021  2 24 19 59 20
 BMW       Blue     BZAJ-510 2021  2 24 19 59 40
 Honda     Blue     ARGJ-533 2021  2 24 20  0  0
 Mazda     beige    CNBD-451 2021  2 24 20  0 20
 Jaguar    beige    AMZX-592 2021  2 24 20  0 40
 M Benz    White    CFRH-806 2021  2 24 20  1  0
 VW        beige    AFFG-731 2021  2 24 20  1 20
 VW        Green    BDZL-236 2021  2 24 20  1 40
 Toyota    Blue     BRJF-784 2021  2 24 20  2  0
 VW        White    ANDR-624 2021  2 24 20  2 20
 VW        Black    ANEJ-833 2021  2 24 20  2 40
 Hyundai   Silver   BEDF-691 2021  2 24 20  3  0
 Dodge     beige    BWMW-143 2021  2 24 20  3 20
 Subaru    Red      AGKF-279 2021  2 24 20  3 40
 Volvo     Gray     AMNB-895 2021  2 24 20  4  0
 Ford      Silver   CBFE-814 2021  2 24 20  4 20
 Honda     Red      CLHZ-679 2021  2 24 20  4 40
 Nissan    beige    AUJT-598 2021  2 24 20  5  0
 Volvo     Blue     AMET-760 2021  2 24 20  5 20
 Mazda     beige    ADLT-616 2021  2 24 20  5 40
 Hyundai   beige    BTHT-473 2021  2 24 20  6  0
 Honda     White    AKUJ-594 2021  2 24 20  6 20
 Toyota    White    AJDN-318 2021  2 24 20  6 40
 Nissan    beige    CRML-139 2021  2 24 20  7  0
 VW        Red      CHUX-831 2021  2 24 20  7 20
 GM        Black    AULF-195 2021  2 24 20  7 40
 Honda     White    ACFN-205 2021  2 24 20  8  0
 Toyota    Red      BLUJ-693 2021  2 24 20  8 20
 Fiat      Black    BAMK-273 2021  2 24 20  8 40
 Fiat      Blue     BZME-795 2021  2 24 20  9  0
 BMW       Silver   CNXR-637 2021  2 24 20  9 20
 Subaru    beige    BGMK-667 2021  2 24 20  9 40
 Subaru    White    ANMJ-295 2021  2 24 20 10  0
 Honda     Black    CRBM-806 2021  2 24 20 10 20
 Toyota    Silver   CZHW-767 2021  2 24 20 10 40
 Volvo     Gray     BKNT-923 2021  2 24 20 11  0
 Fiat      Blue     CBDT-582 2021  2 24 20 11 20
 Volvo     beige    CERM-568 2021  2 24 20 11 40
 Nissan    beige    AETF-750 2021  2 24 20 12  0
 Ford      Silver   BUTF-793 2021  2 24 20 12 20
 VW        Silver   BJGB-394 2021  2 24 20 12 40
 Toyota    Red      CBZW-610 2021  2 24 20 13  0
 Toyota    Green    AKAC-198 2021  2 24 20 13 20
 BMW       Gray     CZGX-680 2021  2 24 20 13 40
 Dodge     Black    AAEE-619 2021  2 24 20 14  0
 Toyota    beige    BFKN-287 2021  2 24 20 14 20
 M Benz    Blue     BLLH-790 2021  2 24 20 14 40
 Volvo     Silver   BRLH-367 2021  2 24 20 15  0
 Fiat      Red      CNFG-512 2021  2 24 20 15 20
 Mazda     White    CNBB-294 2021  2 24 20 15 40
 Mitsub    White    BNGN-491 2021  2 24 20 16  0
 Mazda     Blue     CUCZ-483 2021  2 24 20 16 20
 L Rover   Silver   ATAK-257 2021  2 24 20 16 40
 Jaguar    Black    AWFR-558 2021  2 24 20 17  0
 M Benz    Blue     CWCR-665 2021  2 24 20 17 20
 Mazda     Silver   BBLW-960 2021  2 24 20 17 40
 Fiat      beige    ACAU-400 2021  2 24 20 18  0
 BMW       Silver   CJDC-538 2021  2 24 20 18 20
 Mitsub    Silver   AHRH-782 2021  2 24 20 18 40
 Toyota    Gray     CKZT-753 2021  2 24 20 19  0
 Dodge     Black    AAZH-964 2021  2 24 20 19 20
 Dodge     beige    AFDC-952 2021  2 24 20 19 40
 M Benz    White    BKCJ-966 2021  2 24 20 20  0
 Mitsub    White    BTEX-625 2021  2 24 20 20 20
 Hyundai   White    BERG-243 2021  2 24 20 20 40
 Hyundai   Blue     AHWX-405 2021  2 24 20 21  0
 GM        Gray     BCFU-531 2021  2 24 20 21 20
 Mitsub    White    CDLR-725 2021  2 24 20 21 40
 Hyundai   beige    AKGL-734 2021  2 24 20 22  0
 Honda     beige    BXNB-489 2021  2 24 20 22 20
 Mazda     Gray     BAUG-387 2021  2 24 20 22 40
 Volvo     Red      BLAJ-307 2021  2 24 20 23  0
 Dodge     Blue     BWLE-501 2021  2 24 20 23 20
 Mitsub    Black    BWXN-451 2021  2 24 20 23 40
 GM        Red      ACGU-698 2021  2 24 20 24  0
 L Rover   beige    CLCE-282 2021  2 24 20 24 20
 M Benz    Black    BWDU-367 2021  2 24 20 24 40
 M Benz    White    CNMC-725 2021  2 24 20 25  0
 GM        Silver   CEZK-500 2021  2 24 20 25 20
 BMW       Green    BBGT-846 2021  2 24 20 25 40
 Toyota    Green    CKRH-318 2021  2 24 20 26  0
 Fiat      beige    AHAJ-158 2021  2 24 20 26 20
 Hyundai   Red      BTFB-885 2021  2 24 20 26 40
 Subaru    Green    BDMB-953 2021  2 24 20 27  0
 Volvo     Green    BRUK-187 2021  2 24 20 27 20
 VW        Black    CLCX-161 2021  2 24 20 27 40
 Mazda     Gray     CWWE-430 2021  2 24 20 28  0
 L Rover   Silver   BUDC-140 2021  2 24 20 28 20
 Toyota    Silver   BRAX-643 2021  2 24 20 28 40
 Mitsub    Green    BLKU-415 2021  2 24 20 29  0
 Jaguar    Black    CAGJ-368 2021  2 24 20 29 20
 Ford      Black    CTNH-881 2021  2 24 20 29 40
 Dodge     Gray     CJMT-726 2021  2 24 20 30  0
 Volvo     Green    ANEK-614 2021  2 24 20 30 20
 L Rover   Silver   CGDU-157 2021  2 24 20 30 40
 Jaguar    beige    ADAF-117 2021  2 24 20 31  0
 Hyundai   Red      CFMB-766 2021  2 24 20 31 20
 Jaguar    Gray     AENA-779 2021  2 24 20 31 40
 GM        Black    CHWZ-274 2021  2 24 20 32  0
 Hyundai   Blue     CNGK-550 2021  2 24 20 32 20
 Mazda     Blue     CGRU-973 2021  2 24 20 32 40
 Honda     Blue     CDKD-300 2021  2 24 20 33  0
 M Benz    beige    CNZT-915 2021  2 24 20 33 20
 Mitsub    White    ADZJ-183 2021  2 24 20 33 40
 Ford      Silver   CUHN-414 2021  2 24 20 34  0
 Toyota    Green    AXND-654 2021  2 24 20 34 20
 Ford      White    BKBL-508 2021  2 24 20 34 40
 Honda     beige    AZLB-845 2021  2 24 20 35  0
 BMW       Red      AJRW-525 2021  2 24 20 35 20
 Toyota    Silver   ABZE-833 2021  2 24 20 35 40
 Dodge     Green    BEHD-503 2021  2 24 20 36  0
 Nissan    Gray     CEZB-878 2021  2 24 20 36 20
 Nissan    Red      BKKU-492 2021  2 24 20 36 40
 Jaguar    Black    BHRJ-323 2021  2 24 20 37  0
 Subaru    Green    BGJU-820 2021  2 24 20 37 20
 L Rover   Black    BJRK-420 2021  2 24 20 37 40
 L Rover   Green    AWJX-806 2021  2 24 20 38  0
 Mazda     Gray     BXJF-766 2021  2 24 20 38 20
 Fiat      Red      BAFW-390 2021  2 24 20 38 40
 Toyota    Silver   ARHZ-291 2021  2 24 20 39  0
 Toyota    Black    CXTJ-158 2021  2 24 20 39 20
 Toyota    Red      ARXT-609 2021  2 24 20 39 40
 Mazda     Silver   BWXC-181 2021  2 24 20 40  0
 Toyota    White    AUAF-306 2021  2 24 20 40 20
 Honda     Blue     CUGZ-811 2021  2 24 20 40 40
 Ford      beige    AHAW-164 2021  2 24 20 41  0
 Ford      Silver   BLXA-265 2021  2 24 20 41 20
 Ford      Gray     AKTT-383 2021  2 24 20 41 40
 Mitsub    White    AJMB-717 2021  2 24 20 42  0
 Mitsub    Gray     AHDB-401 2021  2 24 20 42 20
 Dodge     Gray     BKGC-586 2021  2 24 20 42 40
 Toyota    Blue     BDAC-588 2021  2 24 20 43  0
 VW        Silver   CUZW-289 2021  2 24 20 43 20
 BMW       Silver   AURG-475 2021  2 24 20 43 40
 Honda     Gray     AXFH-872 2021  2 24 20 44  0
 Fiat      Red      CFUZ-779 2021  2 24 20 44 20
 Toyota    Blue     BXTD-864 2021  2 24 20 44 40
 Volvo     Red      CLRR-966 2021  2 24 20 45  0
 Mitsub    Gray     AWCH-797 2021  2 24 20 45 20
 Hyundai   White    CNBR-651 2021  2 24 20 45 40
 Mazda     beige    CEBL-496 2021  2 24 20 46  0
 BMW       Gray     ABDN-395 2021  2 24 20 46 20
 BMW       Blue     BRNZ-604 2021  2 24 20 46 40
 Ford      Blue     ARDC-312 2021  2 24 20 47  0
 Toyota    Black    ANLX-585 2021  2 24 20 47 20
 Dodge     White    CUHE-457 2021  2 24 20 47 40
 BMW       Blue     CBXW-208 2021  2 24 20 48  0
 L Rover   Blue     CMZL-391 2021  2 24 20 48 20
 Subaru    Blue     BEAB-647 2021  2 24 20 48 40
 Volvo     beige    CEBE-252 2021  2 24 20 49  0
 Mazda     Green    BAMD-634 2021  2 24 20 49 20
 Toyota    Red      CGLJ-122 2021  2 24 20 49 40
 Subaru    White    BECJ-376 2021  2 24 20 50  0
 Nissan    Green    AUTH-987 2021  2 24 20 50 20
 Ford      Red      CRKC-207 2021  2 24 20 50 40
 Toyota    Black    CWMT-668 2021  2 24 20 51  0
 Mazda     Gray     AFXB-732 2021  2 24 20 51 20
 Toyota    Blue     BUJR-469 2021  2 24 20 51 40
 Honda     Blue     BRAE-848 2021  2 24 20 52  0
 Nissan    Green    BLKD-860 2021  2 24 20 52 20
 L Rover   White    AHBD-952 2021  2 24 20 52 40
 Mazda     White    CMNE-942 2021  2 24 20 53  0
 BMW       Green    CWNB-681 2021  2 24 20 53 20
 Ford      beige    BADR-584 2021  2 24 20 53 40
 M Benz    Gray     AGDH-766 2021  2 24 20 54  0
 Jaguar    Green    AXKC-849 2021  2 24 20 54 20
 Hyundai   beige    BMMM-137 2021  2 24 20 54 40
 L Rover   Silver   BXWR-504 2021  2 24 20 55  0
 Ford      Gray     AGLD-524 2021  2 24 20 55 20
 M Benz    Silver   CNBR-699 2021  2 24 20 55 40
 Toyota    Black    AXRB-407 2021  2 24 20 56  0
 Subaru    Blue     CZUX-717 2021  2 24 20 56 20
 Mazda     Gray     CRHB-762 2021  2 24 20 56 40
 Ford      Gray     CUXK-271 2021  2 24 20 57  0
 Jaguar    Black    CXLF-311 2021  2 24 20 57 20
 GM        beige    BGHU-138 2021  2 24 20 57 40
 Nissan    Gray     CUCF-766 2021  2 24 20 58  0
 Nissan    Green    CKUU-689 2021  2 24 20 58 20
 VW        Red      CXND-269 2021  2 24 20 58 40
 Honda     beige    AFWZ-868 2021  2 24 20 59  0
 Subaru    Black    CZEX-782 2021  2 24 20 59 20
 Nissan    beige    CJHK-350 2021  2 24 20 59 40
 Mitsub    Silver   CZKK-604 2021  2 24 21  0  0
 VW        Green    AEGR-716 2021  2 24 21  0 20
 Toyota    Silver   AJWZ-612 2021  2 24 21  0 40
 Mitsub    beige    AGDZ-476 2021  2 24 21  1  0
 Nissan    Red      CGBT-639 2021  2 24 21  1 20
 GM        beige    BTRG-339 2021  2 24 21  1 40
 Fiat      Red      BTHR-704 2021  2 24 21  2  0
 Honda     Silver   AWFX-988 2021  2 24 21  2 20
 Fiat      Green    BBZF-656 2021  2 24 21  2 40
 Jaguar    White    BTKG-428 2021  2 24 21  3  0
 Hyundai   Red      AZXH-197 2021  2 24 21  3 20
 M Benz    Blue     CLMG-394 2021  2 24 21  3 40
 Mazda     beige    CGFC-660 2021  2 24 21  4  0
 Mitsub    Blue     AUHT-303 2021  2 24 21  4 20
 Toyota    Black    CGRM-838 2021  2 24 21  4 40
 VW        Green    BLWM-556 2021  2 24 21  5  0
 Toyota    Red      CKLT-696 2021  2 24 21  5 20
 Jaguar    Green    BTLU-931 2021  2 24 21  5 40
 Nissan    Silver   CWMC-774 2021  2 24 21  6  0
 Hyundai   White    AHWW-946 2021  2 24 21  6 20
 Hyundai   Green    BBWC-679 2021  2 24 21  6 40
 BMW       Green    CLKN-337 2021  2 24 21  7  0
 VW        Green    BCCW-348 2021  2 24 21  7 20
 Mitsub    White    CAAB-370 2021  2 24 21  7 40
 Mazda     White    CCNE-399 2021  2 24 21  8  0
 Fiat      Red      AWBM-413 2021  2 24 21  8 20
 Toyota    Gray     AHCT-143 2021  2 24 21  8 40
 VW        Red      BLJH-313 2021  2 24 21  9  0
 Ford      Blue     CAGH-216 2021  2 24 21  9 20
 M Benz    Black    AGRT-412 2021  2 24 21  9 40
 Toyota    Green    AHFJ-407 2021  2 24 21 10  0
 Toyota    Gray     BUZN-286 2021  2 24 21 10 20
 Jaguar    Green    AUUT-792 2021  2 24 21 10 40
 Toyota    White    CJWC-956 2021  2 24 21 11  0
 Jaguar    Red      BFGN-441 2021  2 24 21 11 20
 Dodge     Red      ATFD-146 2021  2 24 21 11 40
 Hyundai   beige    CKCR-346 2021  2 24 21 12  0
 Mitsub    beige    AJTG-119 2021  2 24 21 12 20
 Volvo     Green    ATAB-357 2021  2 24 21 12 40
 Toyota    beige    ANLD-580 2021  2 24 21 13  0
 Mazda     Black    ATJH-928 2021  2 24 21 13 20
 Dodge     Black    AFBH-760 2021  2 24 21 13 40
 BMW       beige    BBCH-956 2021  2 24 21 14  0
 Toyota    White    BEFM-238 2021  2 24 21 14 20
 Ford      Green    ABTR-909 2021  2 24 21 14 40
 Mitsub    Blue     AACN-431 2021  2 24 21 15  0
 Volvo     Black    AGMX-778 2021  2 24 21 15 20
 Toyota    beige    CMZA-851 2021  2 24 21 15 40
 M Benz    Silver   BMBU-356 2021  2 24 21 16  0
 GM        White    CCCG-457 2021  2 24 21 16 20
 Subaru    Black    BLFA-358 2021  2 24 21 16 40
 Nissan    beige    ATWN-308 2021  2 24 21 17  0
 Toyota    Black    ACTX-437 2021  2 24 21 17 20
 Jaguar    Blue     CKDE-736 2021  2 24 21 17 40
 Fiat      Silver   CMEU-261 2021  2 24 21 18  0
 M Benz    Green    CEJN-998 2021  2 24 21 18 20
 Honda     Blue     AXCB-684 2021  2 24 21 18 40
 Toyota    Black    CBBZ-624 2021  2 24 21 19  0
 M Benz    White    CNHC-353 2021  2 24 21 19 20
 M Benz    Silver   BXRA-877 2021  2 24 21 19 40
 Hyundai   Blue     AWKK-512 2021  2 24 21 20  0
 Mazda     beige    BMBH-907 2021  2 24 21 20 20
 Ford      Green    AFUT-931 2021  2 24 21 20 40
 L Rover   Silver   CXJM-722 2021  2 24 21 21  0
 Volvo     Black    BRTJ-663 2021  2 24 21 21 20
 Volvo     Green    AKDJ-825 2021  2 24 21 21 40
 Honda     Blue     AMNH-898 2021  2 24 21 22  0
 L Rover   Gray     CFFW-863 2021  2 24 21 22 20
 GM        beige    CETF-129 2021  2 24 21 22 40
 Volvo     Red      BZEN-748 2021  2 24 21 23  0
 Fiat      Green    ACMK-675 2021  2 24 21 23 20
 BMW       Gray     BUFM-852 2021  2 24 21 23 40
 VW        Blue     CBFB-349 2021  2 24 21 24  0
 Dodge     Silver   CHKC-697 2021  2 24 21 24 20
 Nissan    Blue     CETZ-722 2021  2 24 21 24 40
 Ford      Black    AJRH-422 2021  2 24 21 25  0
 Mitsub    Red      ACMZ-976 2021  2 24 21 25 20
 VW        Silver   CUFG-967 2021  2 24 21 25 40
 Mitsub    Green    CJXD-119 2021  2 24 21 26  0
 Dodge     Red      ALEN-480 2021  2 24 21 26 20
 VW        Black    CNGR-303 2021  2 24 21 26 40
 Mitsub    Green    AWDE-780 2021  2 24 21 27  0
 L Rover   Black    BUXJ-252 2021  2 24 21 27 20
 BMW       Silver   ATGB-317 2021  2 24 21 27 40
 Subaru    Silver   BBZF-296 2021  2 24 21 28  0
 L Rover   beige    CENB-728 2021  2 24 21 28 20
 BMW       Red      CWLX-197 2021  2 24 21 28 40
 VW        Green    ANZG-618 2021  2 24 21 29  0
 Dodge     Blue     BWEH-303 2021  2 24 21 29 20
 Dodge     Silver   CCWZ-953 2021  2 24 21 29 40
 L Rover   White    CTHG-979 2021  2 24 21 30  0
 Nissan    Silver   BUTK-786 2021  2 24 21 30 20
 Mitsub    Gray     BULE-906 2021  2 24 21 30 40
 Mazda     White    AKTX-186 2021  2 24 21 31  0
 Hyundai   White    AHRN-982 2021  2 24 21 31 20
 VW        Black    CUWU-985 2021  2 24 21 31 40
 Honda     beige    AAFF-925 2021  2 24 21 32  0
 Hyundai   White    AWJC-689 2021  2 24 21 32 20
 Honda     Gray     BNCR-552 2021  2 24 21 32 40
 Mazda     Silver   BFKW-727 2021  2 24 21 33  0
 VW        Black    AJTX-200 2021  2 24 21 33 20
 Dodge     beige    BTNM-279 2021  2 24 21 33 40
 Dodge     beige    ALAD-563 2021  2 24 21 34  0
 Fiat      Red      BHBL-578 2021  2 24 21 34 20
 Fiat      Blue     BWBL-380 2021  2 24 21 34 40
 VW        Silver   AETX-760 2021  2 24 21 35  0
 Nissan    Red      ALGN-732 2021  2 24 21 35 20
 Toyota    Silver   CKFR-856 2021  2 24 21 35 40
 Subaru    Silver   BBMN-349 2021  2 24 21 36  0
 Toyota    Blue     BNFT-369 2021  2 24 21 36 20
 GM        White    BGFZ-391 2021  2 24 21 36 40
 Jaguar    Green    ACTF-858 2021  2 24 21 37  0
 Hyundai   Black    CBRN-897 2021  2 24 21 37 20
 Mazda     White    AJGG-197 2021  2 24 21 37 40
 M Benz    Green    BAHM-942 2021  2 24 21 38  0
 BMW       beige    BGGT-313 2021  2 24 21 38 20
 Honda     Silver   ABKZ-153 2021  2 24 21 38 40
 Nissan    Green    CDHX-461 2021  2 24 21 39  0
 Honda     Blue     AGMJ-699 2021  2 24 21 39 20
 Fiat      White    BZDK-969 2021  2 24 21 39 40
 Honda     Red      AJAW-842 2021  2 24 21 40  0
 Fiat      beige    ANFW-499 2021  2 24 21 40 20
 Honda     Blue     CKMC-123 2021  2 24 21 40 40
 Nissan    Gray     CZFK-862 2021  2 24 21 41  0
 Jaguar    Black    AANW-873 2021  2 24 21 41 20
 M Benz    White    BKMK-390 2021  2 24 21 41 40
 M Benz    Blue     BBWG-487 2021  2 24 21 42  0
 VW        Blue     CJEW-869 2021  2 24 21 42 20
 Toyota    Silver   AXDM-235 2021  2 24 21 42 40
 Mitsub    Gray     AZGA-871 2021  2 24 21 43  0
 Dodge     Silver   BBHK-974 2021  2 24 21 43 20
 Hyundai   Black    CUKT-122 2021  2 24 21 43 40
 VW        beige    BGDW-749 2021  2 24 21 44  0
 Mitsub    Green    BJDD-120 2021  2 24 21 44 20
 Mitsub    Red      BRWJ-745 2021  2 24 21 44 40
 Toyota    Black    CDMR-259 2021  2 24 21 45  0
 VW        White    AXWG-192 2021  2 24 21 45 20
 Jaguar    Silver   ARHK-351 2021  2 24 21 45 40
 Dodge     White    AHHK-266 2021  2 24 21 46  0
 L Rover   beige    CJRB-185 2021  2 24 21 46 20
 Toyota    Blue     AJDC-187 2021  2 24 21 46 40
 Volvo     beige    ARHM-802 2021  2 24 21 47  0
 Subaru    Red      CDKF-877 2021  2 24 21 47 20
 L Rover   beige    AMGH-281 2021  2 24 21 47 40
 Mazda     Blue     CMJA-154 2021  2 24 21 48  0
 Toyota    Gray     AJAT-495 2021  2 24 21 48 20
 M Benz    Green    CLKM-944 2021  2 24 21 48 40
 BMW       Red      ANMB-705 2021  2 24 21 49  0
 L Rover   Gray     AFGW-307 2021  2 24 21 49 20
 Toyota    Green    BNDJ-430 2021  2 24 21 49 40
 Hyundai   Red      CMGG-533 2021  2 24 21 50  0
 Jaguar    Red      BBZB-461 2021  2 24 21 50 20
 Toyota    beige    ALHF-542 2021  2 24 21 50 40
 Ford      Green    CZGW-442 2021  2 24 21 51  0
 Hyundai   Black    BJRU-815 2021  2 24 21 51 20
 BMW       Silver   AGKK-492 2021  2 24 21 51 40
 VW        Silver   BXLE-721 2021  2 24 21 52  0
 GM        Blue     ANKR-545 2021  2 24 21 52 20
 BMW       Black    AGRR-635 2021  2 24 21 52 40
 Hyundai   White    AUUN-482 2021  2 24 21 53  0
 Toyota    Red      ADXT-865 2021  2 24 21 53 20
 Mitsub    Gray     AAUR-932 2021  2 24 21 53 40
 Ford      White    CWHC-505 2021  2 24 21 54  0
 M Benz    Gray     AKHD-824 2021  2 24 21 54 20
 Hyundai   Green    AFNJ-665 2021  2 24 21 54 40
 Subaru    Blue     AKKL-527 2021  2 24 21 55  0
 BMW       White    AAXA-370 2021  2 24 21 55 20
 BMW       Blue     CLWM-791 2021  2 24 21 55 40
 Toyota    Silver   CACA-310 2021  2 24 21 56  0
 BMW       Black    ADZF-454 2021  2 24 21 56 20
 Volvo     beige    CMRC-987 2021  2 24 21 56 40
 Mitsub    Gray     AMJH-910 2021  2 24 21 57  0
 BMW       Gray     CBGL-506 2021  2 24 21 57 20
 Fiat      beige    BMJN-280 2021  2 24 21 57 40
 Fiat      Red      CGBA-746 2021  2 24 21 58  0
 Fiat      Red      ADZH-663 2021  2 24 21 58 20
 Mazda     beige    AEXK-542 2021  2 24 21 58 40
 VW        Green    BBTK-260 2021  2 24 21 59  0
 VW        Silver   AXHH-525 2021  2 24 21 59 20
 Mitsub    Green    BLBG-407 2021  2 24 21 59 40
 Hyundai   Green    BUMB-773 2021  2 24 22  0  0
 Fiat      Gray     AWLE-353 2021  2 24 22  0 20
 Honda     Gray     CXRK-476 2021  2 24 22  0 40
 M Benz    Gray     CKDK-142 2021  2 24 22  1  0
 Fiat      White    AMBE-855 2021  2 24 22  1 20
 Jaguar    beige    AXWZ-727 2021  2 24 22  1 40
 L Rover   Blue     CKMR-209 2021  2 24 22  2  0
 Mazda     Gray     CWRA-379 2021  2 24 22  2 20
 Jaguar    Blue     BALA-842 2021  2 24 22  2 40
 Hyundai   Silver   CMGG-259 2021  2 24 22  3  0
 Volvo     Gray     AZAK-450 2021  2 24 22  3 20
 Ford      Blue     CLRK-686 2021  2 24 22  3 40
 VW        Silver   AZGW-981 2021  2 24 22  4  0
 Mazda     Green    AWGF-906 2021  2 24 22  4 20
 Mazda     White    CUBZ-213 2021  2 24 22  4 40
 Honda     Green    ALXB-892 2021  2 24 22  5  0
 Fiat      Gray     CXNZ-560 2021  2 24 22  5 20
 M Benz    beige    CWUT-896 2021  2 24 22  5 40
 Fiat      beige    CNRZ-495 2021  2 24 22  6  0
 Mazda     Gray     BEMM-119 2021  2 24 22  6 20
 Nissan    Green    CDMA-830 2021  2 24 22  6 40
 M Benz    White    ABLC-793 2021  2 24 22  7  0
 Fiat      beige    CUDT-384 2021  2 24 22  7 20
 Honda     Silver   ALRU-866 2021  2 24 22  7 40
 Mazda     Green    BECC-799 2021  2 24 22  8  0
 Volvo     Blue     CRAU-784 2021  2 24 22  8 20
 M Benz    Red      ANDH-247 2021  2 24 22  8 40
 Toyota    White    ALZC-614 2021  2 24 22  9  0
 VW        beige    CXFL-128 2021  2 24 22  9 20
 M Benz    beige    BMWU-239 2021  2 24 22  9 40
 VW        White    BCEF-789 2021  2 24 22 10  0
 Hyundai   Silver   CZZM-625 2021  2 24 22 10 20
 Mitsub    White    CFKB-121 2021  2 24 22 10 40
 L Rover   Blue     BUNM-711 2021  2 24 22 11  0
 BMW       Black    AEWL-282 2021  2 24 22 11 20
 GM        Silver   CHRC-654 2021  2 24 22 11 40
 Mazda     Black    AFWG-227 2021  2 24 22 12  0
 Honda     Black    CJKB-966 2021  2 24 22 12 20
 Mazda     Silver   AUAD-743 2021  2 24 22 12 40
 Mitsub    Red      AWFM-975 2021  2 24 22 13  0
 Nissan    Black    CUUG-130 2021  2 24 22 13 20
 Toyota    beige    BJNW-885 2021  2 24 22 13 40
 VW        Green    ARNB-800 2021  2 24 22 14  0
 Nissan    Silver   AEHZ-406 2021  2 24 22 14 20
 Fiat      Silver   BFKN-956 2021  2 24 22 14 40
 Jaguar    beige    CCNM-494 2021  2 24 22 15  0
 Honda     Black    AFLT-314 2021  2 24 22 15 20
 Hyundai   Gray     CFRH-454 2021  2 24 22 15 40
 Mitsub    Blue     AEWB-880 2021  2 24 22 16  0
 Nissan    White    CTDZ-893 2021  2 24 22 16 20
 Hyundai   Gray     AFLR-141 2021  2 24 22 16 40
 Mitsub    beige    BELU-938 2021  2 24 22 17  0
 Ford      Red      BXAR-675 2021  2 24 22 17 20
 Nissan    White    CBXM-391 2021  2 24 22 17 40
 VW        White    AGWB-767 2021  2 24 22 18  0
 Honda     White    CTTB-742 2021  2 24 22 18 20
 BMW       Blue     BUCW-972 2021  2 24 22 18 40
 Mazda     Silver   CFWC-956 2021  2 24 22 19  0
 GM        Red      CHET-851 2021  2 24 22 19 20
